inspection_score,business_name,business_address,violation_description,risk_category,sup_dist,violation_count,quarter,year,month,day
72.0,Catering For Two Or More,5051 MISSION STREET,Moderate risk food holding temperature,2,1,6,1,2019,2,20
77.0,COLLEGE MARKET,995 ELLIS St,Foods not protected from contamination,2,11,6,1,2019,2,20
72.0,Catering For Two Or More,5051 MISSION STREET,Unclean hands or improper use of gloves,3,1,6,1,2019,2,20
83.0,PUNJAB KABAB HOUSE,101 EDDY St,Food safety certificate or food handler card not available,1,10,5,1,2019,2,20
98.0,Everett Middle School,450 Church St,Unapproved or unmaintained equipment or utensils,1,5,1,1,2019,2,20
70.0,SEASONS RESTAURANT,757 MARKET St 5/Fl,High risk food holding temperature,3,10,7,1,2019,2,20
88.0,Credo Restaurant,360 Pine St,Inadequately cleaned or sanitized food contact surfaces,2,3,4,1,2019,2,20
90.0,GRAND LODGE OF CALIFORNIA,5051 MISSION St,Moderate risk vermin infestation,2,1,4,1,2019,2,20
91.0,GORDO TAQUERIA #6,5450 GEARY Blvd,Unclean hands or improper use of gloves,3,4,2,1,2019,2,20
75.0,CASA LUCAS #3,4555 MISSION St,Moderate risk food holding temperature,2,1,6,1,2019,2,20
70.0,SEASONS RESTAURANT,757 MARKET St 5/Fl,Improper cooling methods,3,10,7,1,2019,2,20
77.0,COLLEGE MARKET,995 ELLIS St,Unapproved or unmaintained equipment or utensils,1,11,6,1,2019,2,20
70.0,SEASONS RESTAURANT,757 MARKET St 5/Fl,Inadequate sewage or wastewater disposal,2,10,7,1,2019,2,20
90.0,Zero Zero,826 FOLSOM St,Unapproved or unmaintained equipment or utensils,1,10,4,1,2019,2,20
88.0,Credo Restaurant,360 Pine St,Improper or defective plumbing,1,3,4,1,2019,2,20
72.0,Catering For Two Or More,5051 MISSION STREET,Inadequate ventilation or lighting,1,1,6,1,2019,2,20
71.0,Kim Son Restaurant,3614 BALBOA St,Improper cooling methods,3,4,5,1,2019,2,20
72.0,Catering For Two Or More,5051 MISSION STREET,Unclean or unsanitary food contact surfaces,3,1,6,1,2019,2,20
71.0,Kim Son Restaurant,3614 BALBOA St,High risk food holding temperature,3,4,5,1,2019,2,20
83.0,PUNJAB KABAB HOUSE,101 EDDY St,Improper cooling methods,3,10,5,1,2019,2,20
94.0,STARBUCK'S COFFEE #6605,2727 MARIPOSA St,Unclean nonfood contact surfaces,1,2,3,1,2019,2,20
75.0,CASA LUCAS #3,4555 MISSION St,Unclean hands or improper use of gloves,3,1,6,1,2019,2,20
77.0,COLLEGE MARKET,995 ELLIS St,High risk vermin infestation,3,11,6,1,2019,2,20
90.0,GRAND LODGE OF CALIFORNIA,5051 MISSION St,Improper or defective plumbing,1,1,4,1,2019,2,20
88.0,Shanghai Dumpling King 2,696 Monterey Blvd,Low risk vermin infestation,1,8,5,1,2019,2,20
88.0,Shanghai Dumpling King 2,696 Monterey Blvd,Improper storage of equipment utensils or linens,1,8,5,1,2019,2,20
85.0,Bai Som Thai Kitchen,2121 CLEMENT St,Unclean hands or improper use of gloves,3,4,3,1,2019,2,20
88.0,Shanghai Dumpling King 2,696 Monterey Blvd,Unapproved or unmaintained equipment or utensils,1,8,5,1,2019,2,20
85.0,Bai Som Thai Kitchen,2121 CLEMENT St,Improper thawing methods,2,4,3,1,2019,2,20
88.0,Shanghai Dumpling King 2,696 Monterey Blvd,Foods not protected from contamination,2,8,5,1,2019,2,20
85.0,Bai Som Thai Kitchen,2121 CLEMENT St,Inadequately cleaned or sanitized food contact surfaces,2,4,3,1,2019,2,20
88.0,Shanghai Dumpling King 2,696 Monterey Blvd,Unclean or degraded floors walls or ceilings,1,8,5,1,2019,2,20
100.0,FAIRMOUNT ELEMENTARY SCHOOL,65 CHENERY St,NA,0,5,1,1,2019,2,20
100.0,SUNNYSIDE ELEMENTARY SCHOOL,250 FOERSTER St,NA,0,8,1,1,2019,2,20
82.0,CHOUQUET'S,2500 WASHINGTON St,Inadequately cleaned or sanitized food contact surfaces,2,6,7,1,2019,2,21
81.0,THIRSTY BEAR BREWING CO,661 HOWARD St,High risk food holding temperature,3,10,5,1,2019,2,21
82.0,CHOUQUET'S,2500 WASHINGTON St,Foods not protected from contamination,2,6,7,1,2019,2,21
96.0,Belly Good Cafe & Crepes,1737 Post St. #393,Unapproved or unmaintained equipment or utensils,1,11,2,1,2019,2,21
82.0,CHOUQUET'S,2500 WASHINGTON St,Inadequate warewashing facilities or equipment,1,6,7,1,2019,2,21
82.0,CHOUQUET'S,2500 WASHINGTON St,Inadequate ventilation or lighting,1,6,7,1,2019,2,21
81.0,THIRSTY BEAR BREWING CO,661 HOWARD St,Foods not protected from contamination,2,10,5,1,2019,2,21
81.0,THIRSTY BEAR BREWING CO,661 HOWARD St,Inadequate and inaccessible handwashing facilities,2,10,5,1,2019,2,21
82.0,CHOUQUET'S,2500 WASHINGTON St,Improper storage of equipment utensils or linens,1,6,7,1,2019,2,21
92.0,Gary Danko,800 North Point St,Moderate risk vermin infestation,2,6,3,1,2019,2,21
82.0,CHOUQUET'S,2500 WASHINGTON St,Low risk vermin infestation,1,6,7,1,2019,2,21
92.0,Gary Danko,800 North Point St,Improper food storage,1,6,3,1,2019,2,21
81.0,THIRSTY BEAR BREWING CO,661 HOWARD St,Unclean or degraded floors walls or ceilings,1,10,5,1,2019,2,21
96.0,Belly Good Cafe & Crepes,1737 Post St. #393,Low risk vermin infestation,1,11,2,1,2019,2,21
92.0,Gary Danko,800 North Point St,Improper or defective plumbing,1,6,3,1,2019,2,21
82.0,CHOUQUET'S,2500 WASHINGTON St,Inadequate dressing rooms or improper storage of personal items,1,6,7,1,2019,2,21
81.0,THIRSTY BEAR BREWING CO,661 HOWARD St,Wiping cloths not clean or properly stored or inadequate sanitizer,1,10,5,1,2019,2,21
94.0,Hops & Hominy,1 Tillman Pl,Inadequately cleaned or sanitized food contact surfaces,2,3,2,1,2019,2,21
88.0,Sauce Belden,56 Belden Pl,Unclean unmaintained or improperly constructed toilet facilities,1,3,10,1,2019,2,21
88.0,Sauce Belden,56 Belden Pl,Unclean unmaintained or improperly constructed toilet facilities,1,3,10,1,2019,2,21
88.0,Sauce Belden,56 Belden Pl,Improper storage use or identification of toxic substances,1,3,10,1,2019,2,21
88.0,Sauce Belden,56 Belden Pl,Improper storage use or identification of toxic substances,1,3,10,1,2019,2,21
94.0,Hops & Hominy,1 Tillman Pl,Unclean or degraded floors walls or ceilings,1,3,2,1,2019,2,21
88.0,Sauce Belden,56 Belden Pl,Improper storage of equipment utensils or linens,1,3,10,1,2019,2,21
88.0,Sauce Belden,56 Belden Pl,Improper storage of equipment utensils or linens,1,3,10,1,2019,2,21
88.0,Sauce Belden,56 Belden Pl,Foods not protected from contamination,2,3,10,1,2019,2,21
88.0,Sauce Belden,56 Belden Pl,Foods not protected from contamination,2,3,10,1,2019,2,21
88.0,Sauce Belden,56 Belden Pl,Low risk vermin infestation,1,3,10,1,2019,2,21
88.0,Sauce Belden,56 Belden Pl,Low risk vermin infestation,1,3,10,1,2019,2,21
100.0,APTOS MIDDLE SCHOOL,105 APTOS Ave,NA,0,8,1,1,2019,2,21
100.0,SLOAT ELEMENTARY SCHOOL,50 DARIEN Way,NA,0,8,1,1,2019,2,21
90.0,ORTEGA ELEMENTARY SCHOOL,400 Sargent St,No thermometers or uncalibrated thermometers,1,1,3,1,2019,2,22
96.0,Pancho's Salsa Bar & Grill,1639 Polk St,Foods not protected from contamination,2,3,1,1,2019,2,22
89.0,AMC Theatres Metreon 16 - Main Stand,135 04th St  3000,Inadequately cleaned or sanitized food contact surfaces,2,10,2,1,2019,2,22
98.0,BREAD & BUTTER MARKET,888 O'FARRELL St,Improper storage of equipment utensils or linens,1,10,1,1,2019,2,22
94.0,SHERIDAN ELEMENTARY SCHOOL,431 CAPITOL Ave,Improper storage of equipment utensils or linens,1,1,3,1,2019,2,22
89.0,AMC Theatres Metreon 16 - Main Stand,135 04th St  3000,High risk food holding temperature,3,10,2,1,2019,2,22
90.0,ORTEGA ELEMENTARY SCHOOL,400 Sargent St,Inadequate and inaccessible handwashing facilities,2,1,3,1,2019,2,22
94.0,SHERIDAN ELEMENTARY SCHOOL,431 CAPITOL Ave,Inadequate dressing rooms or improper storage of personal items,1,1,3,1,2019,2,22
94.0,SHERIDAN ELEMENTARY SCHOOL,431 CAPITOL Ave,Unclean or degraded floors walls or ceilings,1,1,3,1,2019,2,22
90.0,ORTEGA ELEMENTARY SCHOOL,400 Sargent St,Inadequately cleaned or sanitized food contact surfaces,2,1,3,1,2019,2,22
96.0,Ritz-Carlton SF - Banquet Kitchen,600 Stockton St 2nd Floor,Inadequately cleaned or sanitized food contact surfaces,2,3,2,1,2019,2,25
86.0,"Broadmoor, The",1499 SUTTER St,Moderate risk vermin infestation,2,6,4,1,2019,2,25
86.0,"Broadmoor, The",1499 SUTTER St,Inadequately cleaned or sanitized food contact surfaces,2,6,4,1,2019,2,25
68.0,IRMA'S PAMPANGA RESTAURANT,2901 16th St,Inadequately cleaned or sanitized food contact surfaces,2,2,7,1,2019,2,25
98.0,Ritz-Carlton SF - Bakery,600 Stockton St 2nd Floor,Improper food storage,1,3,2,1,2019,2,25
91.0,JACKIE CHAN SENIOR CENTER,5757 Geary Blvd,Inadequate dressing rooms or improper storage of personal items,1,4,2,1,2019,2,25
88.0,MANORA'S THAI CUISINE,1600 FOLSOM St,Employee eating or smoking,2,10,4,1,2019,2,25
88.0,MANORA'S THAI CUISINE,1600 FOLSOM St,Food in poor condition,2,10,4,1,2019,2,25
68.0,IRMA'S PAMPANGA RESTAURANT,2901 16th St,Unclean or degraded floors walls or ceilings,1,2,7,1,2019,2,25
96.0,ARCHBISHOP RIORDAN HIGH SCHOOL CAFE,175 PHELAN,Improper or defective plumbing,1,8,2,1,2019,2,25
88.0,MANORA'S THAI CUISINE,1600 FOLSOM St,Food safety certificate or food handler card not available,1,10,4,1,2019,2,25
68.0,IRMA'S PAMPANGA RESTAURANT,2901 16th St,Inadequate and inaccessible handwashing facilities,2,2,7,1,2019,2,25
88.0,MANORA'S THAI CUISINE,1600 FOLSOM St,Improper food storage,1,10,4,1,2019,2,25
96.0,ARCHBISHOP RIORDAN HIGH SCHOOL CAFE,175 PHELAN,Low risk vermin infestation,1,8,2,1,2019,2,25
68.0,IRMA'S PAMPANGA RESTAURANT,2901 16th St,Foods not protected from contamination,2,2,7,1,2019,2,25
86.0,"Broadmoor, The",1499 SUTTER St,Foods not protected from contamination,2,6,4,1,2019,2,25
94.0,NORDSTROM BAZILLE,865 MARKET St,Low risk vermin infestation,1,10,2,1,2019,2,25
91.0,JACKIE CHAN SENIOR CENTER,5757 Geary Blvd,Unclean or unsanitary food contact surfaces,3,4,2,1,2019,2,25
68.0,IRMA'S PAMPANGA RESTAURANT,2901 16th St,High risk vermin infestation,3,2,7,1,2019,2,25
86.0,"Broadmoor, The",1499 SUTTER St,Unapproved or unmaintained equipment or utensils,1,6,4,1,2019,2,25
96.0,THE BRANDEIS SCHOOL OF SAN FRANCISCO,655 BROTHERHOOD Way,Moderate risk food holding temperature,2,8,1,1,2019,2,25
68.0,IRMA'S PAMPANGA RESTAURANT,2901 16th St,Improper thawing methods,2,2,7,1,2019,2,25
94.0,NORDSTROM BAZILLE,865 MARKET St,Foods not protected from contamination,2,10,2,1,2019,2,25
98.0,RAINBOW GROCERY,1745 FOLSOM St,Inadequate warewashing facilities or equipment,1,2,1,1,2019,2,25
68.0,IRMA'S PAMPANGA RESTAURANT,2901 16th St,Contaminated or adulterated food,3,2,7,1,2019,2,25
85.0,Xiao Long Bao,625 Clement St,Inadequate dressing rooms or improper storage of personal items,1,4,4,1,2019,2,25
85.0,Xiao Long Bao,625 Clement St,Unclean or unsanitary food contact surfaces,3,4,4,1,2019,2,25
85.0,Xiao Long Bao,625 Clement St,Inadequate ventilation or lighting,1,4,4,1,2019,2,25
85.0,Xiao Long Bao,625 Clement St,Foods not protected from contamination,2,4,4,1,2019,2,25
100.0,VISITACION VALLEY MIDDLE SCHOOL,450 Raymond Ave,NA,0,9,1,1,2019,2,25
100.0,John Chin Elementary School,350 Broadway St,NA,0,3,1,1,2019,2,25
100.0,FRANK MCCOPPIN ELEMENTARY SCHOOL,651 06th Ave,NA,0,4,1,1,2019,2,25
68.0,PRINCESS BAKERY,4617 MISSION St,Unclean nonfood contact surfaces,1,1,8,1,2019,2,26
68.0,PRINCESS BAKERY,4617 MISSION St,Unapproved or unmaintained equipment or utensils,1,1,8,1,2019,2,26
80.0,Jelly Donut,3198 24th St,Inadequately cleaned or sanitized food contact surfaces,2,2,7,1,2019,2,26
80.0,Jelly Donut,3198 24th St,Unclean or degraded floors walls or ceilings,1,2,7,1,2019,2,26
68.0,PRINCESS BAKERY,4617 MISSION St,High risk vermin infestation,3,1,8,1,2019,2,26
83.0,Curbside Cafe,2417 CALIFORNIA St,Unclean or degraded floors walls or ceilings,1,6,4,1,2019,2,26
87.0,Sun Rise Deli,54 02nd St,Moderate risk food holding temperature,2,10,3,1,2019,2,26
92.0,Cherry Blossom Bakery,844 Clement St,Inadequately cleaned or sanitized food contact surfaces,2,4,3,1,2019,2,26
90.0,Sears Fine Food,439 Powell St,Unclean nonfood contact surfaces,1,3,3,1,2019,2,26
70.0,SAI JAI THAI,771 O'FARRELL St,Unclean hands or improper use of gloves,3,10,7,1,2019,2,26
96.0,BRET HARTE CHILDREN'S CENTER,950 HOLLISTER Ave,Inadequately cleaned or sanitized food contact surfaces,2,9,1,1,2019,2,26
80.0,Jelly Donut,3198 24th St,Moderate risk vermin infestation,2,2,7,1,2019,2,26
87.0,Sun Rise Deli,54 02nd St,Unclean or unsanitary food contact surfaces,3,10,3,1,2019,2,26
70.0,SAI JAI THAI,771 O'FARRELL St,Unclean or unsanitary food contact surfaces,3,10,7,1,2019,2,26
68.0,PRINCESS BAKERY,4617 MISSION St,Inadequate and inaccessible handwashing facilities,2,1,8,1,2019,2,26
83.0,Curbside Cafe,2417 CALIFORNIA St,Improper cooling methods,3,6,4,1,2019,2,26
92.0,Cherry Blossom Bakery,844 Clement St,Improper storage of equipment utensils or linens,1,4,3,1,2019,2,26
70.0,SAI JAI THAI,771 O'FARRELL St,Foods not protected from contamination,2,10,7,1,2019,2,26
96.0,HARTE ELEMENTARY SCHOOL,1035 GILMAN Ave,Inadequately cleaned or sanitized food contact surfaces,2,9,1,1,2019,2,26
80.0,Jelly Donut,3198 24th St,Inadequate and inaccessible handwashing facilities,2,2,7,1,2019,2,26
68.0,PRINCESS BAKERY,4617 MISSION St,Insufficient hot water or running water,2,1,8,1,2019,2,26
90.0,Sears Fine Food,439 Powell St,Inadequate and inaccessible handwashing facilities,2,3,3,1,2019,2,26
83.0,Curbside Cafe,2417 CALIFORNIA St,Inadequate and inaccessible handwashing facilities,2,6,4,1,2019,2,26
70.0,SAI JAI THAI,771 O'FARRELL St,Unclean or degraded floors walls or ceilings,1,10,7,1,2019,2,26
92.0,Cherry Blossom Bakery,844 Clement St,Inadequate ventilation or lighting,1,4,3,1,2019,2,26
68.0,PRINCESS BAKERY,4617 MISSION St,Unclean or degraded floors walls or ceilings,1,1,8,1,2019,2,26
80.0,Jelly Donut,3198 24th St,Unapproved or unmaintained equipment or utensils,1,2,7,1,2019,2,26
94.0,Gateway High/Kip Schools,1430 Scott St,Insufficient hot water or running water,2,11,2,1,2019,2,26
70.0,SAI JAI THAI,771 O'FARRELL St,Improper thawing methods,2,10,7,1,2019,2,26
68.0,PRINCESS BAKERY,4617 MISSION St,High risk food holding temperature,3,1,8,1,2019,2,26
68.0,PRINCESS BAKERY,4617 MISSION St,Inadequate sewage or wastewater disposal,2,1,8,1,2019,2,26
70.0,SAI JAI THAI,771 O'FARRELL St,Improper storage of equipment utensils or linens,1,10,7,1,2019,2,26
80.0,Jelly Donut,3198 24th St,Unclean nonfood contact surfaces,1,2,7,1,2019,2,26
83.0,Curbside Cafe,2417 CALIFORNIA St,Moderate risk vermin infestation,2,6,4,1,2019,2,26
94.0,Gateway High/Kip Schools,1430 Scott St,Unapproved or unmaintained equipment or utensils,1,11,2,1,2019,2,26
90.0,Sears Fine Food,439 Powell St,Moderate risk food holding temperature,2,3,3,1,2019,2,26
87.0,Sun Rise Deli,54 02nd St,Unapproved or unmaintained equipment or utensils,1,10,3,1,2019,2,26
80.0,Jelly Donut,3198 24th St,Permit license or inspection report not posted,1,2,7,1,2019,2,26
70.0,SAI JAI THAI,771 O'FARRELL St,Moderate risk vermin infestation,2,10,7,1,2019,2,26
75.0,City Chopsticks,883 Bush St,Improper thawing methods,2,3,7,1,2019,2,26
75.0,City Chopsticks,883 Bush St,Unclean nonfood contact surfaces,1,3,7,1,2019,2,26
75.0,City Chopsticks,883 Bush St,Foods not protected from contamination,2,3,7,1,2019,2,26
75.0,City Chopsticks,883 Bush St,Inadequate and inaccessible handwashing facilities,2,3,7,1,2019,2,26
94.0,Calif Pacific Medical Ctr -  Kitchen,3700 CALIFORNIA St,Unclean or degraded floors walls or ceilings,1,6,2,1,2019,2,26
75.0,City Chopsticks,883 Bush St,High risk food holding temperature,3,3,7,1,2019,2,26
75.0,City Chopsticks,883 Bush St,Improper or defective plumbing,1,3,7,1,2019,2,26
94.0,Calif Pacific Medical Ctr -  Kitchen,3700 CALIFORNIA St,Moderate risk food holding temperature,2,6,2,1,2019,2,26
75.0,City Chopsticks,883 Bush St,Wiping cloths not clean or properly stored or inadequate sanitizer,1,3,7,1,2019,2,26
100.0,GLEN PARK ELEMENTARY SCHOOL,151 LIPPARD Ave,NA,0,5,1,1,2019,2,26
100.0,Sanchez School,325 Sanchez St,NA,0,5,1,1,2019,2,26
100.0,Redding Elementary School,1421 Pine St,NA,0,3,1,1,2019,2,26
100.0,Creative Arts Charter school,1601 Turk St,NA,0,11,1,1,2019,2,26
100.0,ST PETER'S PARISH SCHOOL,1266 FLORIDA St,NA,0,2,1,1,2019,2,26
100.0,LICK-WILMERDING HIGH SCHOOL,755 OCEAN Ave,NA,0,8,1,1,2019,2,26
100.0,ARGONNE ALTERNATIVE ELEMENTARY SCHO,680 18th Ave,NA,0,4,1,1,2019,2,26
78.0,"Caramba, Inc",78 02nd St,NA,0,10,1,1,2019,2,26
81.0,Taqueria El Sol #2,595 Geary St,Improper cooling methods,3,10,5,1,2019,2,27
92.0,Upstairs Bar,181 03rd St 2/F,Inadequately cleaned or sanitized food contact surfaces,2,10,2,1,2019,2,27
87.0,Ladle and Leaf,221 Montgomery St,Inadequately cleaned or sanitized food contact surfaces,2,3,3,1,2019,2,27
98.0,Francisco Middle School,2190 Powell St,Unclean or degraded floors walls or ceilings,1,3,1,1,2019,2,27
81.0,YANK SING,49 STEVENSON St,Moderate risk food holding temperature,2,10,5,1,2019,2,27
81.0,YANK SING,49 STEVENSON St,Unclean or degraded floors walls or ceilings,1,10,5,1,2019,2,27
84.0,SILVER CREST DONUT SHOP,340 BAYSHORE Blvd,Inadequately cleaned or sanitized food contact surfaces,2,2,5,1,2019,2,27
98.0,Galileo High School,1150 Francisco St,Unapproved or unmaintained equipment or utensils,1,6,1,1,2019,2,27
98.0,RAOUL WALLENBERG HIGH SCHOOL,40 VEGA St,Unapproved or unmaintained equipment or utensils,1,6,1,1,2019,2,27
81.0,Taqueria El Sol #2,595 Geary St,Improper thawing methods,2,10,5,1,2019,2,27
92.0,Upstairs Bar,181 03rd St 2/F,Inadequate and inaccessible handwashing facilities,2,10,2,1,2019,2,27
87.0,Ladle and Leaf,221 Montgomery St,Wiping cloths not clean or properly stored or inadequate sanitizer,1,3,3,1,2019,2,27
96.0,Trace Restaurant,181 3rd St 1/F,Noncompliance with HAACP plan or variance,2,10,1,1,2019,2,27
93.0,HRD Coffee Shop Inc.,521 03rd St A,Unclean hands or improper use of gloves,3,10,1,1,2019,2,27
94.0,SAN FRANCISCO SOUP COMPANY,451 06th St,Moderate risk vermin infestation,2,10,2,1,2019,2,27
81.0,Taqueria El Sol #2,595 Geary St,Inadequately cleaned or sanitized food contact surfaces,2,10,5,1,2019,2,27
96.0,The Beanery Inc,1307 09th Ave,Moderate risk food holding temperature,2,7,1,1,2019,2,27
86.0,3rd Floor Banquet Kitchen,181 03rd St,Unclean hands or improper use of gloves,3,10,3,1,2019,2,27
84.0,SILVER CREST DONUT SHOP,340 BAYSHORE Blvd,Inadequate and inaccessible handwashing facilities,2,2,5,1,2019,2,27
81.0,YANK SING,49 STEVENSON St,Wiping cloths not clean or properly stored or inadequate sanitizer,1,10,5,1,2019,2,27
94.0,SAN FRANCISCO SOUP COMPANY,451 06th St,Unclean or degraded floors walls or ceilings,1,10,2,1,2019,2,27
87.0,Ladle and Leaf,221 Montgomery St,High risk food holding temperature,3,3,3,1,2019,2,27
84.0,SILVER CREST DONUT SHOP,340 BAYSHORE Blvd,Food safety certificate or food handler card not available,1,2,5,1,2019,2,27
81.0,YANK SING,49 STEVENSON St,Improper cooling methods,3,10,5,1,2019,2,27
81.0,Taqueria El Sol #2,595 Geary St,Improper food storage,1,10,5,1,2019,2,27
86.0,3rd Floor Banquet Kitchen,181 03rd St,Unclean or unsanitary food contact surfaces,3,10,3,1,2019,2,27
96.0,Living Room Bar - W San Francisco,181 03rd St 3/F,Inadequate and inaccessible handwashing facilities,2,10,1,1,2019,2,27
81.0,YANK SING,49 STEVENSON St,Moderate risk vermin infestation,2,10,5,1,2019,2,27
81.0,Taqueria El Sol #2,595 Geary St,Low risk vermin infestation,1,10,5,1,2019,2,27
84.0,SILVER CREST DONUT SHOP,340 BAYSHORE Blvd,Unapproved or unmaintained equipment or utensils,1,2,5,1,2019,2,27
84.0,SILVER CREST DONUT SHOP,340 BAYSHORE Blvd,Insufficient hot water or running water,2,2,5,1,2019,2,27
87.0,Newtree,16 Jessie St,Inadequately cleaned or sanitized food contact surfaces,2,10,3,1,2019,2,27
76.0,Lahore Karahi,612 O'Farrell St,Inadequate and inaccessible handwashing facilities,2,10,5,1,2019,2,27
76.0,Lahore Karahi,612 O'Farrell St,Foods not protected from contamination,2,10,5,1,2019,2,27
87.0,Newtree,16 Jessie St,High risk food holding temperature,3,10,3,1,2019,2,27
76.0,Lahore Karahi,612 O'Farrell St,Unclean nonfood contact surfaces,1,10,5,1,2019,2,27
76.0,Lahore Karahi,612 O'Farrell St,Improper cooling methods,3,10,5,1,2019,2,27
87.0,Newtree,16 Jessie St,Unapproved or unmaintained equipment or utensils,1,10,3,1,2019,2,27
76.0,Lahore Karahi,612 O'Farrell St,Unclean or unsanitary food contact surfaces,3,10,5,1,2019,2,27
100.0,Theodore Roosevelt Middle School,460 Arguello Blvd,NA,0,6,1,1,2019,2,27
100.0,The Hamlin School,2120 BROADWAY St,NA,0,6,1,1,2019,2,27
100.0,Spring Valley Elementary School,1451 Jackson St,NA,0,3,1,1,2019,2,27
100.0,Jean Parker Elementary School,840 Broadway St,NA,0,3,1,1,2019,2,27
100.0,MISSION HIGH SCHOOL,3750 18th St,NA,0,5,1,1,2019,2,27
100.0,Bryant Elementary School,2641 25th St,NA,0,9,1,1,2019,2,27
100.0,San Francisco Public Montessori,2340 Jackson St,NA,0,6,1,1,2019,2,27
81.0,TAQUERIA CANCUN,3211 MISSION St,Inadequate food safety knowledge or lack of certified food safety manager,2,2,4,1,2019,2,28
78.0,La Oaxaquena Bakery and Restaurant,2128 Mission St,Moderate risk food holding temperature,2,2,7,1,2019,2,28
85.0,Colibri Mexican Bistro,438 Geary St,Wiping cloths not clean or properly stored or inadequate sanitizer,1,3,5,1,2019,2,28
85.0,Pier 23 Cafe Inc,Pier 23,High risk food holding temperature,3,3,3,1,2019,2,28
79.0,Dong Baek Korean Restaurant,631 O'Farrell St,Low risk vermin infestation,1,10,7,1,2019,2,28
84.0,Little Saigon Deli,131 Steuart St,Foods not protected from contamination,2,10,4,1,2019,2,28
88.0,LA TRAVIATA,2854 MISSION St,Inadequately cleaned or sanitized food contact surfaces,2,2,3,1,2019,2,28
92.0,Tropisueño,75 Yerba Buena Ln,Moderate risk food holding temperature,2,10,3,1,2019,2,28
81.0,TAQUERIA CANCUN,3211 MISSION St,Foods not protected from contamination,2,2,4,1,2019,2,28
98.0,ST. JOHN'S SNACK BAR,925 CHENERY St,Low risk vermin infestation,1,5,1,1,2019,2,28
98.0,CHIPOTLE MEXICAN GRILL,126 NEW MONTGOMERY St,Unclean or degraded floors walls or ceilings,1,10,1,1,2019,2,28
78.0,La Oaxaquena Bakery and Restaurant,2128 Mission St,Inadequate and inaccessible handwashing facilities,2,2,7,1,2019,2,28
93.0,ALVARADO ELEMENTARY SCHOOL,625  DOUGLASS St,High risk food holding temperature,3,5,1,1,2019,2,28
85.0,Colibri Mexican Bistro,438 Geary St,Unapproved or unmaintained equipment or utensils,1,3,5,1,2019,2,28
78.0,La Oaxaquena Bakery and Restaurant,2128 Mission St,Foods not protected from contamination,2,2,7,1,2019,2,28
85.0,Colibri Mexican Bistro,438 Geary St,Other low risk violation,1,3,5,1,2019,2,28
92.0,Tropisueño,75 Yerba Buena Ln,Improper or defective plumbing,1,10,3,1,2019,2,28
79.0,Dong Baek Korean Restaurant,631 O'Farrell St,Improper thawing methods,2,10,7,1,2019,2,28
98.0,ST. JOHN OF GOD SENIOR MEALS PROGRA,1290 05th Ave,Unclean or degraded floors walls or ceilings,1,11,1,1,2019,2,28
85.0,BOULEVARD,1 MISSION St,Inadequately cleaned or sanitized food contact surfaces,2,10,3,1,2019,2,28
79.0,Dong Baek Korean Restaurant,631 O'Farrell St,Unclean or unsanitary food contact surfaces,3,10,7,1,2019,2,28
88.0,LA TRAVIATA,2854 MISSION St,Moderate risk vermin infestation,2,2,3,1,2019,2,28
79.0,Dong Baek Korean Restaurant,631 O'Farrell St,Inadequate or unsanitary refuse containers or area or no garbage service,1,10,7,1,2019,2,28
78.0,La Oaxaquena Bakery and Restaurant,2128 Mission St,Inadequately cleaned or sanitized food contact surfaces,2,2,7,1,2019,2,28
84.0,Little Saigon Deli,131 Steuart St,Moderate risk vermin infestation,2,10,4,1,2019,2,28
96.0,SAFEWAY #759,625 MONTEREY Blvd,Inadequately cleaned or sanitized food contact surfaces,2,8,1,1,2019,2,28
81.0,TAQUERIA CANCUN,3211 MISSION St,Improper reheating of food,3,2,4,1,2019,2,28
96.0,RUTH'S CHRIS STEAK HOUSE,1700 CALIFORNIA St,Improper thawing methods,2,6,1,1,2019,2,28
94.0,Four Star Theatre - Snack Bar,2200 CLEMENT St,Moderate risk food holding temperature,2,4,2,1,2019,2,28
85.0,Colibri Mexican Bistro,438 Geary St,Improper cooling methods,3,3,5,1,2019,2,28
85.0,Colibri Mexican Bistro,438 Geary St,Unclean or degraded floors walls or ceilings,1,3,5,1,2019,2,28
85.0,Pier 23 Cafe Inc,Pier 23,Moderate risk vermin infestation,2,3,3,1,2019,2,28
85.0,BOULEVARD,1 MISSION St,Moderate risk food holding temperature,2,10,3,1,2019,2,28
92.0,Gordon J Lau Elementary School,950 Clay St,Unclean or degraded floors walls or ceilings,1,3,3,1,2019,2,28
79.0,Dong Baek Korean Restaurant,631 O'Farrell St,Unclean nonfood contact surfaces,1,10,7,1,2019,2,28
84.0,Little Saigon Deli,131 Steuart St,Inadequately cleaned or sanitized food contact surfaces,2,10,4,1,2019,2,28
79.0,Dong Baek Korean Restaurant,631 O'Farrell St,Inadequate dressing rooms or improper storage of personal items,1,10,7,1,2019,2,28
78.0,La Oaxaquena Bakery and Restaurant,2128 Mission St,Food safety certificate or food handler card not available,1,2,7,1,2019,2,28
78.0,La Oaxaquena Bakery and Restaurant,2128 Mission St,Unclean nonfood contact surfaces,1,2,7,1,2019,2,28
94.0,Four Star Theatre - Snack Bar,2200 CLEMENT St,Unapproved or unmaintained equipment or utensils,1,4,2,1,2019,2,28
